,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.31130",23.165941,28.549448,29.733448,30.761833,16.802256,17.341974,11.739532,7.610168,11.901037,18.681969,22.806967,19.670729,22.309177,24.084816,36.914303
"MSTRG.31131",4.243666,4.729798,3.551041,4.330573,4.832233,4.443983,3.689434,2.659951,2.79454,4.558283,4.613761,3.66596,5.583892,8.122066,8.60171
"MSTRG.31132",3.523682,4.304539,6.246485,4.469883,2.120376,1.922055,0.23874,0.065881,0,0.247487,1.259134,0.315674,2.306971,0,4.091753
"MSTRG.31134",2.559312,2.554702,3.744987,3.881217,2.498328,4.679361,0,0.499783,0.091948,0,0,0,0,0,0
"MSTRG.31136",8.442557,8.798189,6.888243,8.141273,11.466244,12.527531,5.002303,8.149074,5.277518,4.023471,4.006021,3.534759,2.621922,2.658005,3.095168
"MSTRG.31138",8.694756,9.115543,6.628449,7.760603,9.187431,9.817557,6.22733,8.384955,7.029675,9.756927,13.264841,9.799998,14.380117,19.245617,20.343384
"MSTRG.31139",0.110234,0.123954,0,0,0.011939,0,0,0,0,1.456132,1.353938,1.239458,0.465098,0.372227,0.495185
"MSTRG.3114",47.231327,39.80254,48.938808,67.523933,50.223587,55.308376,17.143589,32.202633,14.898423,107.194031,84.999374,150.66449,7.867379,9.444468,15.974333
"MSTRG.31140",3.590102,4.664851,2.575699,2.381773,9.247038,9.93546,0.839285,1.191506,0.506276,0.369561,0.706834,0.129901,0.769518,0.088762,0.47418
"MSTRG.31141",20.329321,23.875434,23.798242,23.233346,23.229571,20.104672,18.065015,21.128173,16.100093,8.393796,12.573962,9.169219,31.510535,33.540419,49.865618
"MSTRG.31142",20.270962,22.585363,22.998383,22.391348,12.342277,12.292728,5.014915,7.420467,4.765854,3.629582,5.137421,5.686129,4.968889,11.883208,7.126085
"MSTRG.3115",33.759554,30.418631,33.31693,37.960079,30.756075,24.836159,8.017127,10.191367,5.459077,48.955257,47.116124,45.821864,2.015524,2.167695,2.055734
"MSTRG.31153",2.531032,3.228245,1.317247,1.485474,1.532254,1.957344,0.302971,0.649473,0.200211,0,0.02553,0.090098,1.627009,1.239455,2.377604
"MSTRG.31156",0.700797,1.293021,0,0.152882,0,0,0,0,0,931.097635,1235.296577,1095.677019,3.346697,2.889817,3.110967
"MSTRG.31158",0.026532,0.081415,0,0,0,0,0,0,0,13.334124,7.68171,7.018052,0,0,0
"MSTRG.3116",4.462699,5.583875,4.570001,5.415714,4.014628,3.909191,0.404564,0.403002,0.201814,0.153502,0.221755,0,3.975973,4.55409,5.008463
"MSTRG.31167",1.58636,1.642587,1.250117,1.125327,1.199073,1.324692,0.30149,0.695427,0.187336,0.069116,0,0.036118,0,0.04984,0
"MSTRG.31169",4.869601,5.975345,7.782418,7.503315,3.312388,3.071881,1.953555,1.85713,1.913409,16.43679,24.366112,17.161827,0.552465,0.657321,0.559079
"MSTRG.31176",3.539096,1.558942,1.434735,1.588316,7.562348,6.644861,0.936667,0.165655,1.485054,10.870819,7.686368,9.322112,0.141415,0.537488,0.181915
"MSTRG.3118",6.858482,9.729524,5.91204,7.268184,2.528395,2.992971,1.776386,2.755146,1.240109,0.02321,0.083851,0.026181,9.527771,9.824457,10.854268
"MSTRG.31182",6.306229,9.099431,5.789086,7.396702,9.75818,11.496332,5.623986,13.878798,4.062827,5.284744,4.476653,5.29946,3.422699,4.869563,3.649866
"MSTRG.31183",0.237789,0.25839,0.166649,0.168664,0.268826,0.30507,0,0.033478,0.049343,0,0,0,1.108373,2.528156,1.85537
"MSTRG.3119",4.261126,5.068556,4.151548,3.862279,3.365959,4.038696,1.725564,2.308839,1.394387,2.011249,2.462983,1.891331,0.027942,0,0.153205
"MSTRG.31191",3.133471,4.730722,3.393791,3.267466,3.86438,4.910647,14.388361,9.267228,9.833721,1.992749,2.129246,1.486582,1.028472,0.883267,1.792035
"MSTRG.31192",3.888548,5.135807,2.907319,4.06982,6.096383,4.728825,1.629707,3.870161,1.73446,1.284451,1.246308,1.119306,5.752464,6.229328,8.597044
"MSTRG.312",1.375492,0.737771,0.408893,0.565802,0.217235,0.258514,0.559882,0.521813,0.425962,5.507626,5.369833,5.702487,109.322732,92.863153,120.027578
"MSTRG.3120",11.288076,13.858134,9.810732,11.120077,8.995465,9.367921,5.737745,6.348993,3.032034,22.666549,20.502591,19.587718,0.322578,0.58269,0.410696
"MSTRG.31211",22.28702,25.149599,22.622856,23.532661,32.422157,31.810436,11.856789,12.844589,8.980574,4.990088,5.015378,3.891541,30.313538,35.28928,42.34499
"MSTRG.31212",0.105616,0.179562,0.121803,0.254387,0.187876,0.280369,0.079368,0.061429,0.031901,0.750712,0.307369,1.292984,9.778248,7.499776,9.986412
"MSTRG.31216",34.282667,42.84878,28.93168,34.593785,14.189927,16.283375,30.495806,49.755849,24.469173,7.204766,7.246118,7.229754,3.956003,4.340655,5.608338
"MSTRG.31217",6.906981,6.202159,6.813827,7.279328,10.365376,12.418713,1.501449,2.483992,1.890736,3.140643,1.88754,2.885699,3.803032,6.200664,4.591217
"MSTRG.3122",0.157591,0.226212,0.172696,0.299723,0.21828,0.249982,0,0.075419,0.073477,0.500497,0.468481,0.411308,40.008221,30.231245,62.595558
"MSTRG.31220",18.85709,21.491852,14.512913,15.320497,12.450218,11.969639,6.38008,8.616788,6.402071,26.522202,34.315655,23.94702,6.987909,6.941015,11.537132
"MSTRG.31221",5.068424,7.251472,6.29344,6.073903,6.498579,7.410763,1.940706,3.939845,1.698744,1.137896,1.540468,1.251946,1.909248,2.247272,2.271284
"MSTRG.31223",0.365175,0.363595,0.534393,0.497771,0.290671,0.511048,0.551894,0.195844,0.301146,5.415496,5.852157,8.500022,0.21871,0.485456,0.453136
"MSTRG.31226",5.112492,6.561299,5.979684,3.055261,4.484075,5.026562,1.569212,1.668813,0.547151,20.404702,19.030706,20.111917,1.409182,1.277283,2.796188
"MSTRG.31227",0.576244,0.473728,0.275235,0.292602,0.474531,0.433748,0.107958,0.14373,0.074065,0.568813,0.536343,0.395742,1.239548,1.154287,1.003477
"MSTRG.3123",4.425297,5.651348,5.122394,5.055022,4.731012,5.241281,1.304506,1.52746,1.156981,3.05073,3.523802,3.273258,2.765768,2.624943,2.65321
"MSTRG.31230",8.644367,9.094622,3.579015,6.484967,7.905886,9.765229,0.530109,0.503408,0.622014,3.827219,2.862909,2.888942,0.67618,1.810975,2.395897
"MSTRG.31231",0,0,8.234439,9.767231,0,0,2.947045,0,0,3.000396,2.621088,1.834616,10.633072,15.977374,0
"MSTRG.31232",102.157082,110.65004,79.257256,87.650002,202.079758,196.863525,80.92601,111.4991,76.450867,0.238038,0.301264,0.366474,1.964245,2.230175,2.371437
"MSTRG.31233",1.02872,1.039727,1.156879,1.077888,1.353763,2.337586,1.597614,1.760085,1.41898,0.684907,0.951707,0.339844,20.258923,11.660284,37.414288
"MSTRG.31238",8.423703,13.403131,7.132524,7.635751,19.675835,22.571369,4.299224,12.28862,3.908933,0.082352,0.077696,0.081813,0.575995,0,0.884661
"MSTRG.3124",17.149456,17.086965,17.100758,17.412905,13.82221,12.525573,6.667839,5.236871,4.006983,7.817778,8.976895,6.196318,5.279851,4.8156,7.730664
"MSTRG.31244",0,0.021262,0.035828,0.019297,0,0,0,0,0,2.082671,5.388107,1.849978,0.135776,0.104778,0.030057
"MSTRG.31248",1.728111,1.638332,0.985455,1.463984,1.13609,1.293976,0.369002,1.047499,0.435969,0.849495,0.61155,0.512967,1.402709,1.964518,1.657471
"MSTRG.31250",4.825619,6.522164,6.454043,5.248427,7.519374,6.038309,0.56263,0.991239,0.541297,0.088763,0.099479,0.485247,1.299834,0.14251,0.345625
"MSTRG.31251",3.199792,4.663036,3.104639,3.248147,2.712371,4.033066,0.419007,1.207742,0.594459,0.558502,0.160508,0.06585,0.244433,0.101519,0.201318
"MSTRG.31252",2.670574,4.144157,2.824911,3.124075,2.464933,2.485005,0.952844,0.85267,1.138707,0.53485,0.532196,0.45183,0.155967,0.168135,0.123245
"MSTRG.31255",0.173008,0.195715,0.093483,0.09458,0.546448,0.896581,0.134906,0.310314,0.143607,6.266273,7.82616,4.884732,0.088315,0.050027,0.13948
"MSTRG.31258",19.40731,19.51198,11.522128,14.311929,6.588951,6.758183,32.191956,69.715584,26.851549,19.434685,22.03199,18.468584,0.691635,0.177523,1.535805
"MSTRG.3126",73.63191,127.806999,138.029874,135.844027,74.042184,76.024031,165.807517,141.710594,126.111198,60.687218,17.193714,41.308295,24.674075,27.200623,29.630344
"MSTRG.31261",9.556548,13.448446,11.556046,12.66921,8.450763,8.815293,2.852728,5.747625,3.145255,1.682559,1.821245,1.495577,3.45336,2.674243,3.975782
"MSTRG.31266",1.320685,1.645718,1.527194,0.906985,1.14111,1.902406,0.936275,1.912323,1.174657,0.175229,0.053369,0.053186,0.211636,0.513184,0.316605
"MSTRG.31269",0.050844,0.071918,0.13799,0.119583,0.167533,0.1569,0.030032,0.07567,0.01299,0.045394,0.018765,0.072018,1.195092,1.33602,1.661017
"MSTRG.3127",18.786361,29.050257,28.439294,29.066949,28.027916,10.256111,11.875713,7.191779,11.168125,40.362559,47.659205,39.670017,22.729769,15.265472,26.857604
"MSTRG.31270",0.750468,2.764093,3.324817,1.754775,2.127402,2.337556,0.129892,0.575894,0.134584,1.598997,0.982301,2.814067,1.444407,1.663147,2.004115
"MSTRG.31271",4.391933,6.355786,3.353824,3.652697,4.344466,6.503531,0.417084,2.962903,0.522512,0.272373,0.203202,0.050591,1.803712,0.666654,1.227476
"MSTRG.31274",1.115707,1.224487,0.908572,0.833394,0.793957,0.690633,0.154867,0.827242,0.137631,1.787638,1.788948,2.594866,2.48014,2.019104,2.929659
"MSTRG.3128",10.195936,14.475088,16.44489,16.498134,15.064078,16.899723,3.909802,4.770516,4.024459,12.447352,12.328134,11.151819,3.004622,3.309725,5.425236
"MSTRG.31286",0,0,0,0,0,0,0,0,0,2.177972,3.837329,1.402727,0,0,0
"MSTRG.31288",7.363004,7.573073,5.639512,6.469212,4.655829,5.553266,2.270231,3.986828,2.024605,4.584009,3.646275,3.814852,5.762857,10.446783,8.180494
"MSTRG.31289",0.447906,0.399154,0.128531,0.340544,0.248398,0,0,0,0,1.398163,1.089045,0.780735,1.300775,1.884508,1.124594
"MSTRG.3129",3.564686,4.143844,3.221893,2.760313,2.891537,3.798591,0.712021,1.29715,0.829823,1.130166,1.112835,0.828281,0.410675,0.402175,0.60387
"MSTRG.31290",1.604047,1.788097,1.403991,1.582788,0.508284,1.029069,0.318274,0.611938,0.30056,1.455811,1.123166,1.447098,2.991931,5.604503,3.843854
"MSTRG.31291",22.637808,22.475942,20.215693,19.48639,12.224986,11.947168,14.584455,18.995985,12.490475,32.596021,40.768653,35.596117,10.009362,12.374118,16.027334
"MSTRG.31294",34.439171,32.560234,37.003601,37.045975,34.391651,38.281746,0.665882,0.721133,0.778297,0.695995,0.9536,0.864701,4.941576,15.704503,8.695554
"MSTRG.31296",27.378479,25.994392,29.408964,29.882233,28.325596,31.690081,0.547309,0.667171,0.661744,0.594497,0.974727,0.861452,4.593717,13.986135,7.641891
"MSTRG.31297",8.287488,9.276203,7.513835,7.348004,6.589851,6.149624,4.396103,6.506624,4.106364,8.019022,6.313232,5.587693,2.853433,3.548353,5.666377
"MSTRG.31298",4.882846,8.698197,6.921538,6.301065,9.907797,9.651822,5.453896,7.928656,4.927194,0.328463,0.483612,0.274197,84.10873,81.674265,77.343959
"MSTRG.31299",54.804886,68.963799,96.51815,72.946503,66.151161,75.556366,55.379993,56.143974,45.224541,44.792297,64.799797,78.679726,28.216169,24.634371,12.577317
"MSTRG.3130",50.081414,58.006205,53.387476,54.532681,58.323515,56.551037,31.614739,56.508612,25.521004,14.36399,15.91612,13.014403,15.860252,22.246805,24.193085
"MSTRG.31300",147.184368,109.36966,169.274468,227.108497,250.803024,250.173958,58.49781,228.857574,55.840373,3.741163,2.382493,3.357776,4.072696,5.812007,6.511
"MSTRG.31301",103.33802,137.274925,100.478997,107.535819,76.178408,88.461724,41.636109,63.319357,34.153363,24.843885,23.021102,21.277716,46.799346,42.606284,59.554501
"MSTRG.31302",8.026536,9.651093,11.164369,10.278776,8.323867,8.297534,4.305872,6.285303,3.936766,1.160009,0.913226,1.532831,43.408044,52.069109,59.884208
"MSTRG.31303",47.108924,62.32221,60.081812,61.872043,74.037398,81.718253,36.878,48.364445,33.00799,12.604946,11.458331,10.702539,57.203854,60.571655,78.190091
"MSTRG.31304",101.143421,117.675539,113.058081,122.942114,159.955327,161.747877,91.344535,118.633091,80.165784,35.856276,39.403828,33.292059,77.279063,82.658013,121.637909
"MSTRG.31305",0.717009,0.389067,0.187072,0.17472,0.137947,0.23872,0.184268,0.271331,0.086927,384.658478,406.56427,271.772003,0,0.16389,0.38965
"MSTRG.31307",29.166938,39.0422,32.376403,36.965416,21.664979,22.729253,17.868981,23.888406,16.827417,8.91578,8.730252,8.482271,15.512865,15.849885,18.547362
"MSTRG.31308",136.499512,141.402145,134.307693,134.038773,111.96978,102.004166,83.874557,95.394333,68.162727,85.171089,83.761475,88.572823,41.004097,57.74556,74.521309
"MSTRG.31309",4.376866,4.425397,4.213464,3.955972,5.550576,5.397917,5.263687,6.345032,4.404473,2.208515,2.725498,2.02006,1.608297,2.957597,3.253164
"MSTRG.3131",6.280123,8.472507,2.954632,5.953715,6.119696,8.001419,7.201799,14.092317,6.218263,4.831052,4.155854,4.319156,0.417085,0.131011,0.633224
"MSTRG.31310",5.832008,6.766051,4.445801,4.934258,7.278306,7.514635,3.425037,3.878873,3.108267,2.659389,2.288014,1.736812,1.701287,2.344977,2.655169
"MSTRG.31312",0.255857,0.654532,0.432369,0.353721,0.213358,0.257783,0.058472,0.116757,0.068634,1.220423,0.868798,0.675537,1.050605,1.10678,2.927914
"MSTRG.31313",2.952645,2.625882,3.657418,3.637448,2.510506,1.145424,0.413472,0.281998,0.385378,2.405594,1.869683,1.381778,1.460462,5.666012,2.890917
"MSTRG.31316",9.49426,10.638043,7.197036,8.028766,12.837954,14.391694,4.803625,7.838493,4.85922,2.33684,3.861583,2.564391,11.579634,14.199618,22.457976
"MSTRG.31318",0,0,0,0.02898,0.199381,0.063642,0,0.093793,0,0.087036,0.12059,0.145363,1.112185,3.489496,1.493065
"MSTRG.31319",38.701252,40.954269,40.654716,41.661842,29.460081,30.344498,12.788202,14.344561,9.767482,37.849747,37.376923,33.166893,3.041114,4.211795,4.693266
"MSTRG.3132",76.154846,78.24115,82.303726,80.286163,51.992928,48.03141,195.141281,97.081612,131.743576,48.823582,56.185486,57.484749,17.850201,17.136019,19.417324
"MSTRG.31324",12.502997,12.371268,11.107381,11.604184,8.507234,8.366962,6.413069,7.335089,5.346825,5.905883,6.447698,5.675572,8.481899,13.951364,17.577515
"MSTRG.31325",10.873286,10.226866,6.936429,8.981742,11.007923,11.140309,4.612542,9.104407,5.865653,9.800604,10.124727,9.497066,5.64899,8.438223,9.597624
"MSTRG.31328",0.033227,0.044789,0.016666,0.051092,0,0.027261,0,0.009341,0.014275,0,0.011329,0,3.886441,6.081223,6.225758
"MSTRG.31329",90.075317,102.01268,66.391083,69.049995,116.391815,109.469063,44.103863,72.727837,34.175056,74.127495,77.762405,74.82666,27.564096,40.091755,43.072044
"MSTRG.3133",11.22018,10.541797,16.00112,17.911541,12.864065,13.300134,2.180642,3.457263,2.320588,22.85697,29.108026,16.836933,4.570375,4.763315,9.74923
"MSTRG.31330",0.031233,0.042102,0.015666,0.054043,0,0.025626,0,0.00878,0.026771,0,0.010649,0,4.049146,6.411092,6.688377
"MSTRG.31331",29.453241,34.982457,25.947401,30.386989,35.681387,35.023525,20.292957,29.058415,19.325495,42.23401,57.788848,40.796086,21.832444,24.325401,40.202422
"MSTRG.31332",4.30034,5.167884,4.604845,4.917035,4.53818,4.754846,1.897474,2.043238,2.004815,0.931517,1.061775,0.965417,1.252897,1.442648,1.55251
"MSTRG.31334",1.41422,1.690572,1.584117,1.925014,0.948894,0.954058,0.269193,0.427368,0.289946,0.44988,0.267268,0.219833,1.295799,1.418325,1.364598
"MSTRG.31335",3.144386,3.645431,2.935051,3.052774,2.844926,3.354098,1.915107,2.446878,1.876122,1.800868,1.98361,1.528305,5.497176,5.802421,7.468019
"MSTRG.31337",0,0.008586,0.026204,0,0,0.025329,0,0,0,4.540223,4.807733,2.432734,0.220761,0.20477,0.019484
"MSTRG.31338",4.660585,5.642584,3.756154,4.081629,4.224214,4.927331,2.739142,4.167814,2.708377,3.759378,3.624315,3.079735,9.762787,11.10918,13.69962
"MSTRG.3134",28.101405,17.703767,20.766787,20.147671,19.814126,22.474958,9.903139,16.441185,9.88265,4.746898,3.435842,5.081191,13.758629,15.135748,16.629352
"MSTRG.31340",0.114866,0.474624,0.193319,0.14731,0.052493,0.028484,0.08163,0.008328,0.043696,0.857523,0.665646,0.428508,4.428836,10.750023,5.907176
"MSTRG.31341",0,0,0,0,0.128248,0,0,0,0,13.998488,15.665074,11.822725,0,0,0
"MSTRG.31342",85.62761,88.211676,61.731405,70.284954,107.79025,118.373976,75.1152,137.647354,84.131869,83.643087,88.079916,72.539202,40.742629,46.443518,80.8012
"MSTRG.31343",1.81758,1.949642,2.015183,2.004438,0.848826,1.022223,0.498087,0.615276,0.477073,0.608622,0.332855,0.405009,1.36907,1.513111,1.449883
"MSTRG.31344",37.882477,38.948753,38.544632,40.303535,33.15049,33.856369,119.725044,120.207588,83.033836,20.865812,19.76288,22.614828,22.804688,41.549007,34.760502
"MSTRG.31345",3.058593,2.831418,3.388192,3.695431,3.883741,4.085711,1.880124,1.798979,1.760993,0.0735,0.048459,0.131823,4.575662,5.075426,7.137256
"MSTRG.31347",4.606303,6.93029,6.160309,7.492297,7.761769,5.971544,11.004212,12.789076,10.365259,0,0.155321,0.259003,7.774763,11.454598,8.253261
"MSTRG.31348",11.110089,15.237674,10.054498,10.82408,9.941261,8.310862,0.030039,0,0.030844,0,0,0,0,0.117813,0
"MSTRG.31349",0.892071,1.344023,0.504904,1.171456,1.197119,1.175987,0.548413,0.631496,0.686326,0.226517,0.142634,0.306584,0.8776,1.917231,1.043454
"MSTRG.3135",6.566199,7.205015,6.811326,7.054216,5.267881,5.776536,2.234133,1.959895,1.702892,5.313897,6.386829,4.952793,14.650192,17.033608,20.235085
"MSTRG.31350",2.872024,3.535525,3.887131,3.302387,3.016119,3.132147,2.481992,1.579918,1.626221,1.432045,2.150156,1.805066,2.795858,3.818439,4.47367
"MSTRG.31351",63.531045,70.362267,35.260107,39.944,59.626586,69.794387,31.620265,39.49089,30.544111,28.988559,30.727446,27.866889,36.75235,42.161625,66.595386
"MSTRG.31353",215.744995,223.675888,178.583496,196.591782,223.504913,231.062836,133.991364,196.647247,118.495438,24.222935,28.333811,18.103266,96.527176,104.99382,137.71991
"MSTRG.31354",15.637536,16.957538,13.477991,12.4771,17.082784,17.24647,14.419911,18.344028,13.049195,10.436883,9.739711,8.74809,14.416989,14.410918,18.302686
"MSTRG.31357",6.817666,8.956399,3.417607,3.650026,2.873096,3.948128,0.616959,1.317246,0.573133,0,0,0,0.118224,0.134786,0.078383
"MSTRG.31359",9.47235,14.474506,9.822743,11.144224,10.627486,11.739486,7.076396,14.205046,7.368763,4.966046,4.240578,3.479264,4.26343,3.322366,4.935579
"MSTRG.3136",70.963861,72.400866,81.374168,82.545546,59.232794,58.829377,16.358806,35.439589,17.901882,27.251592,31.922172,26.239726,16.145077,16.789017,30.545178
"MSTRG.31360",1.380558,2.395594,0.781344,0.886968,0.997604,2.285481,1.386264,6.917866,1.364009,0.576677,0.739024,0.592446,0,0.096701,0.167842
"MSTRG.31362",0.00229,0.068207,0,0,0,0,0.020647,0,0,2.863125,2.94515,2.074567,0.021249,0.047575,0.141258
"MSTRG.31365",0.002889,0,0,0.017822,0,0,0,0,0,3.14874,2.894134,3.959788,0.012031,0.011963,0
"MSTRG.31366",55.086595,68.268074,56.355887,53.891614,80.149068,81.445037,75.045703,81.890694,67.536569,12.54669,12.792013,11.930663,22.140157,17.290941,31.94256
"MSTRG.31369",0.261314,0.202147,0.194423,0.351356,0,0.144658,0.116165,0.048523,0.064244,249.203659,273.469421,244.110229,0,0.238846,0.255478
"MSTRG.3137",29.967969,33.834772,36.721205,38.528647,24.91427,27.148071,14.394016,13.540869,11.801892,29.11489,28.478482,25.347941,40.090133,48.112609,49.112371
"MSTRG.31370",227.914069,243.599235,202.7789,205.186935,247.066345,240.482391,139.395721,153.295761,116.618362,25.679341,28.011393,26.79632,326.983032,327.576294,437.762726
"MSTRG.31371",2.473119,1.962335,1.599378,2.282003,1.699046,1.479052,0.049765,0.048623,0.047778,2.379841,2.335626,2.123783,1.5164,1.111,2.003965
"MSTRG.31372",37.61876,40.753186,32.405549,34.568993,36.960986,37.926638,44.780894,48.077387,34.490412,12.879249,12.506166,9.53824,29.609903,43.534965,46.056515
"MSTRG.31373",0.032331,0.021612,0,0.037636,0.04318,0.103144,0.081933,0.059727,0.074229,0.032775,0.040207,0.015301,2.9437,3.02591,5.134254
"MSTRG.31375",4.871112,5.379037,3.508136,3.629759,4.183808,4.667677,1.846071,2.421935,1.821928,3.443478,3.124722,2.060332,1.624098,2.12046,2.810499
"MSTRG.31376",0.845304,1.795262,1.912662,1.564627,0.821128,1.020503,1.792312,0.910871,1.696836,3.35312,2.570595,1.852208,0.4599,0.600967,0.910591
"MSTRG.31378",3.355185,3.712143,2.769021,2.759512,2.649557,2.491636,1.011874,1.923201,1.227006,2.48119,2.653457,2.576318,3.080255,5.397125,5.088076
"MSTRG.31381",4.071784,3.421452,2.44559,3.510466,3.537066,3.452339,0.775109,2.099289,1.039376,13.22838,13.218206,14.200883,1.039809,1.481279,1.81458
"MSTRG.31382",2.767287,2.241306,2.480703,3.105246,2.544642,1.726228,1.428019,2.457719,1.124787,9.484798,9.560353,10.573466,0.716808,0.87592,0.727857
"MSTRG.31383",0,0.011807,0,0,0,0,0,0,0,5.69252,3.597067,1.526848,0.011923,0,0
"MSTRG.31384",0,0.026899,0.029347,0.008112,0,0.03809,0,0,0,6.66304,3.947275,2.200818,0,0,0.012946
"MSTRG.31385",6.663942,7.191905,3.933195,3.123476,7.321521,8.599187,2.536033,5.126607,3.083095,0.583967,0.474778,0.488959,2.571757,2.644584,2.917123
"MSTRG.31388",2.994599,4.203285,4.776369,4.581195,4.196246,5.252465,5.126346,2.556817,3.046139,0.417343,0.318323,0.28442,3.274964,2.686612,6.684688
"MSTRG.31389",1.369825,1.877158,0.741186,1.179942,1.384545,1.402135,0.529461,1.063586,0.398806,0.626219,0.582431,0.464642,1.753497,2.090297,1.271022
"MSTRG.31390",0.456024,0.380215,0.385718,0.342349,0.378405,0.187699,0.072032,0.037482,0.060242,0.583244,0.751985,0.777306,2.05052,3.523906,1.398326
"MSTRG.31391",14.447875,16.097259,16.575236,16.758432,25.856127,25.803434,6.638498,11.771017,6.549893,65.779525,77.799361,74.327085,4.530858,4.711899,8.632626
"MSTRG.31392",7.084371,8.676951,9.407561,9.270338,7.292303,8.874115,2.521392,4.033728,2.264992,3.663005,3.059858,2.766065,4.84264,4.268164,6.649091
"MSTRG.31393",11.732191,15.560404,10.762399,12.219626,11.024943,12.13491,2.359056,10.339099,2.363386,12.501725,14.132991,11.661309,10.143185,11.840876,13.251975
"MSTRG.31394",54.312037,58.43231,217.324826,226.668001,101.69136,109.702937,119.996532,297.67589,127.959148,24.58732,21.567188,22.452166,22.138915,44.173902,54.192372
